"Phil the Alien is one of the quirky movies where humor is based on the weirdness of everything, not the actual punch line. <br /> <br /> At first it was very strange and quite fun, but as the movie progressed I wasn't. Find no more jokes or weird fun. <br /> <br /> The low-budget movie (which by itself does not matter) had quite a few fun characters, but eventually lost interest. <br /> <br /> I think this film is appealing to the mason who is currently participating.","Phil the Alien is one of the eccentric movies where humor is based on all weirdness rather than the actual punchlines.<br /> <br /> It was very weird and quite entertaining at first, but as the film goes on, feel the jokes and weirdness that I didn't do anymore.<br /> <br /> A low-budget movie (which in itself isn't a problem), had some pretty interesting characters, but in the end I wasn't interested. <br /> <br /> I think this movie will appeal to Stoner who is currently participating.<br /> <br /> Try ""Similar to another planet"" but similar"
"I saw this movie when I came out when I was 12 years old. The scariest scene was a man eating a large bird, helplessly hanging from the air with a parachute. fear. fear. <br /> <br /> As a young kid going to see A Cheese B movie on Saturday afternoon, I'm still tired of the formula for this monster-type movie that includes a hero. Happy resolution with the professor's daughter when the monster dies. I didn't really care about the 12-year-old romantic angle and predictable plot. I like them because of unintentional humor. <br /> <br /> But about a year later, I watched when Psycho came out and I liked the movie Janet Leigh hitting the beginning of the movie. I got up at that point. Since the scriptwriters make up the story, it should be made as scary as possible rather than a well-formed formula. There are no rules.","I saw it when I was 12 when this movie came out.Most scary I remember was a big bird hanging from the parachute into the air and eating a big bird hanging helplessly. Horror. Horror.<br /> <br /> As a young kid going to see these cheesy B movies on Saturday afternoon, I was still tired of the formulas of these monster-type movies, including the beautiful woman who is still a hero.The professor's daughter, a happy determination when the monster finally died. I didn't care much about the 12-year-old romantic angle and predictable plot.I love now with unintentional humor.<br /> <br /> However, about a year later, when Psycho came along, I liked that star Janet Lee bumped into it early in the film...Then I sat down and noticed.Since the screenwriters compose the story, make it as scary as possible, not from worn-out formulas.There are no rules."
"So I'm not a fan who likes Ball's work, but not many. I enjoyed his movie mail. Boll bought the right to use Far Cry for a long time even before the game itself ended. <br /> <br /> Those who killed the soldiers on the tropical island and infiltrated the Secret Labs should be warned that this is not extremely crying... This is what Bol planned with his legion schmucks.. loneliness on the set Mr. Boll invites to play with his three country people. These players use the names of Til Schweiger, Udo Kier, and Ralf Moeller. <br /> <br /> Jack Carver, played by Til Schweiger, three names that actually gained great popularity in movie beads (eg!! Carver is the most demanding food for all Germans). However, the Tils acting in this movie was found to be pretty bad, sticking to the whole Carver agenda, but we saw only the sculptor at the first person point of view, so we don't really know what he was kicking on.. <br /> <br /> But the story of this is that the film is deadly. There is a reason for conducting a top secret study on an island reminiscent of evil scientist Krieger Dr. ""SPOILER"" Vancouver, played by Udo Kier. We didn't go to the FAR before I started crying. I can't go any further. If you want to keep the truth to the Bolls shenanigans, you won't be disappointed by watching this movie. It gives you a true Boll experience. Most of it will be faster.<br /> <br /> There's an English class like Boll fighting a nice boat, everything makes me laugh until the entire Crome / albino GMS team comes into the scene. Gets a very annoying assistant who makes him want to shoot him for the first 3 minutes.","So I'm not a big fan of Boll's work, but many aren't.I enjoyed his movie Postal (probably the only one).Boll apparently purchased the right to use Far Cry long before the end of the game itself.<br /> <br /> Those who enjoyed the killing of Mark on a tropical island and infiltrating a secret lab should warn that this is not Far Cry... this is Mr. Bol. Is planning with his army schmucks .. lonely on the set, Mr. Ball invites three compatriots to play with. These players are known as Til Schweiger, Udo Kier and Ralf Moeller.<br /> <br /> Three names that really made us so big in the movie industry.The story goes like this: Jack Carver will be played by Tirschweiger (yes, Carver is a German, Bradwurst looks delicious!!), but Tyrus, who plays in this movie, has come to the conclusion that it's pretty terrible.It applies to Carver's entire agenda , but I can't really see what he looks like when he's kicking, as Carver was only seen from a first-person perspective** .. <br /> <br / >But This story movie goes beyond dementia.You can see the evil mad scientist Dr. Krieger played by Udo Kier acting as being called Genetically-Mutated-soldiers or GMS. For some reason, ""secret spoilers"" do secret research on an island that reminds me Of Vancouver. There are no palm trees here. Instead, we got some nice rich lumberjack trees.I've never been to FAR before I started crying (Mehehe) I can't go any further.If you want to stay true to Bolls Shennangan, don't be disappointed to watch this movie and offer a true Boll experience. Most of it sucks.<br /> <br /> There are a few things worth mentioning, which means that the ball did a good job in some areas of the movie, including some great boats and battle scenes.Everything makes me laugh until the entire chrome/albino GMS squad enters the scene..r from fa in the movie ""Far Crischaise (it's your simpleton poop), you want to move on Then.. BTW Carver gets a very annoying buddy that makes him want to shoot him for the first 3 m inutes on screen."
"The cast played Shakespeare. <br /> <br /> Shakespeare is lost. <br /> <br /> Thank you for this trying to bring Shakespeare to the public. But why ruined such a good thing. <br /> <br /> Is'The Scottish Play' my favorite Shakespeare? I do not know. What I know is that certain Rev Bowdler (hence bowdlerization) tried something similar to the Victorian era. In other words, it cannot improve perfection. <br /> <br /> I don't have to write anymore, but I have to write at least 10 lines of text (English writing was never my strength.","The cast played Shakespeare. <br /> <br /> Shakespeare lost. <br /> <br /> I'm glad this is bringing Shakespeare to the masses, but why mess up something so good. <br /> <br /> /> Maybe ""Scottish Play"" is my favorite Shakespeare. I do not know.What I know is that Rev. Bowdler (and hence bowdlerization) in Victorian era tried to do the same.<br /> <br /> So you can 't improve perfection.<br /> <br /> I don't need to write any more, but I need to write at least 10 lines of text (and English composition wasn't my strong point, so this movie keeps saying So you need to continue."
"This is a fantastic movie of three famous prisoners. One of the actors is George Clooney and I am not a fan, but this roll is not bad. Another great thing about the movie is the soundtrack (a person of constant sorrow). I recommend this movie to everyone. Greetings bart","This fabulous movie of three famous prisoners.One of the actors is George Clooney and I'm not a fan, but this roll isn't bad. Another good thing about the movie is the soundtrack, a man of constant sorrow.I recommend this movie to everyone. Greeting bart"
"The kind drawn by the erotic scenes realized that this is one of the most amateur and incredible movies I have ever seen. It's like a high school movie project. What are the thoughts of Rosanna Arquette? And what are all the stock characters in that bizarre midwest town? It is quite difficult to get involved in this. I heard no lessons to learn from it, no insight, meticulous and ridiculous (but if you have a lot of skin that interests you) nonsense... ...and the absurd dance where everyone plays their stereotyped role How was it? Give this pass, it's like a million miles of bad, wasted movie, money you could spend on starving African children or AIDS.....","It's like being drawn into an erotic scene, just knowing that this is one of the most amateur and incredible movies I have ever seen.It's like a high school movie project.What was Rosanna Arquette thinking about? And what was all these stock characters in That strange Midwestern town? It's pretty hard to get involved.There are no lessons to learn from it.No great insight. Firmly silly, but ridiculous (but if it's of interest to you, it has a lot of skin), recorded nonsense. .. And what happened with that absurd dance? Give this a pass, it's like millions of miles of bad, useless movies, money that might have been spent on hungry children and AIDS in Africa..."
"Some movies simply shouldn't be remade. This is one of them. It is not a bad movie in itself. However, in 1963 with the same title, the taste and fear of the film were not captured. Liam Neeson was as good as it always was, except for Owen Wilson, who didn't feel right about Luke's character, and most of the cast supported. However, the main drawback of this version is that it was so far from Shirley Jackson's story that it made a magnificent attempt, and some of the thrills of the early films were out of balance with terrible special effects. Again, it is not a bad movie in itself. But in the previous version, you will experience much more of the terrorist friction.","Some movies should not simply be recreated.This is one of them.As such, it's not a bad movie.But we can't capture the taste and fear of the 1963 movie of the same title.Liam Neeson was great as always, and most casts favor, except Owen Wilson, who didn't bring the right feel to Luke's personality.However, the main barrier of this version is that it lost too much of the thrill of the early movies in exchange for stunning special effects, because it was too far from Shirley Jackson's story to try to make it epic. is. Again, it's not a bad movie by itself. But you will enjoy the terrifying friction of old versions much more."
"This movie was made into one of the ten most terrible movies. It's terrible <br /> <br /> There was no successive moment of not fighting a monster. There was no opportunity for character development, and they were too busy from one sword fight to another. There was no emotional attachment (except for the big bad machines that want to destroy). <br /> <br /> The scene was noticeably stolen from other films, LOTR, Star Wars and Matrix. <br /> <br /> Yes <br /> <br />> The ghost scene at the end was stolen in the final scene of the old Star Wars with Yoda, Obi One and Vader. <br /> <br />> Initially, the spider machine is exactly the same as Frodo being attacked by a spider in the return of the king. (Elijah Wood is the victim of two films.) Wait.. Hypnotize the victim (wrap) and wrap them around..... uh hello ???? <br /> <br />> And The whole machine-to-human theme was a matrix or terminator. And can someone tell me what Nazi's are?!?! Nazi of ???? <br /> <br /> Youth stories rushed to the youth conclusion. I couldn't decide whether the movie was a children's movie or an adult movie, and there weren't that many. <br /> <br /> It's just terrible. To say the least, I am really disappointed. Save your money.","This movie has become one of my top 10 worst movies.That's horrible.<br /> <br /> There wasn't a continuous time without a battle with a monster. The characters had no chance to develop and they were busy running from one sword battle to another.I had no emotional attachment (except for the big bad machines that tried to destroy them)<br /> <br /> Blatantly stolen scenes from other films, LOTR, Star Wars, The Matrix I was rare. <br /> <br /> Example <br /> <br />> The final ghost scene was stolen from the final Star Wars final scene with Yoda, Orvie One and Vader.<br /> <br />> The first spider machine was exactly like Frodo was attacked by a spider in the Return of the Kings.(Elijah Wood is a victim of both movies) And wait... it hypnotizes (stabs) those victims and wraps them.....well, ?????? br /> <br />> And the whole machine-to-human theme was the Matrix, or Terminator. And can anyone tell me what happened to the Nazis? !? !Nazi's ???? < br /> <br /> There was a boy storylin e that inspired the boy's conclusions.I can't tell if it's a movie for children or a movie for adults, neither.<br /> <br /> Awful. Real disappointment to say the least.save money."
"I remember this movie. It was the first movie I saw in the cinema, but the place was dark because the picture was dark. I'm back on 74/75. Dad took my brother and sister to Newbury Cinema in Newbury Berkshire England. I think of the tiger and a lot of snow in the movie Grizzly Adams actor Dan Haggery. I think one of the tigers is shot and dies. Please let me know if anyone knows where to find it on DVD etc. Cinema has changed from a very big shameful fitness club, because the nearest cinema now is 20 miles away.","I remember this movie It was the first movie I saw in the cinema.The photo got dark where I was very nervous and returned to 74/75. Recalling the movie tiger and a lot of snow, I also saw the appearance of Grizzly Adams actor Dan Hagerley. I think one of the tigers was shot dead. Please let me know if anyone knows where this is on a DVD etc. The cinema was put in a fitness club.It's a shame because the nearest cinema is 20 miles away. We look forward to hearing from anyone you've seen.This movie or any other movie."
"Terrible movie! The nomination for the Golden Globe would have been against some real stickers. They took the story of the first famous female Renaissance painter and messed it up beyond recognition. My complaint is not that they are free of facts. If the story is good, it will be perfectly fine. However, this story would have made the movie a lot better by the real story of this film by all the authors. Why did they come up with this dull script? In fact, I assume there aren't enough naked people in the version. I ended up in a hurry with a summary of the artist's life. We could have saved a few hours if they prefer the rest of the movie in the same concise way.","Terrible movie! To be nominated for the Golden Gloves must have been against some real odors. They took the story of the first famous female Renaissance painter and destroyed it unknowingly. My dissatisfaction is not that they were free about the facts.If the story is But it's just weird-to all the explanation, the true story of this artist would have been made for a much better movie, so why did they come up with a dull screenplay for this food? I don't think There are enough naked people in the actual version. Finally, I hurry to finish the summary of the artist's life.If they supported the rest of the film with the same brevity, we would have saved hours."
"It's no surprise that Die Hard's success and sequel to the movie'Die Hard on a .....' in the 1990s is full of wrong people, wrong places and wrong time concepts. They did it with Cliffhanger and Die Hard on the mountain to save their sly'Stop or My Mom Will Shoot' Stallone career. <br /> <br /> Cliffhanger is a big dream, especially for people. He is an expert in climbing, bass jumping, aviation, facial expressions, and acting skills. It's usually full of excuses for dismissing a movie with a pile of exaggerated garbage. Even Stallone was obsessed with horses! However, if you have forgotten all the nonsense, it's actually a very lovely and undeniable pleasure that brings a lot of thrill and unintentional laughter. <br /> <br /> You must love John Lithgows's sneery of evil, all his tick stinks, and above all, the permanently harassing and accidental'turn coat' agent, Rex Linn as Travers. <br /> <br />'A portrait of a serial killer' But Michael Rooker is notable for exquisite performances such as Hal. He is constantly claiming painful mistrust to his kidnappers, ``No one will hurt anyone,'' and he can't be sure, but actually looks like Frank of Ralph Waite. The character is laughing as the girl plunges into her death. <br /> <br /> Mental also has to go to Craig Fairbrass, a British footballer. Yes, you couldn't enjoy those beats, needed a good kicking to do. <br /> <br /> Forget the better, referees worried about'that can't happen', lower your acting expectations, turn up the volume and enjoy! Looking for Qaulen","Surprisingly, after the success of Die Hard and its successor, the invasion of the movie ""Die Hard..."" was converted into the concept of the wrong man, the wrong place, the wrong time in the 1990s. Not worth it. That's what they did with the Cliff Hanger, Die Hard, in the mountains just in time to save Slaye's ""Stop or My Mom Will Shoot"" Stallone's career. <br /> <br /> Cliffhangers are experts in mountaineering, base jumping, aviation, facial expressions and acting, which are big dream dreams especially for them. Overall, there are plenty of excuses to dismiss this movie as one exaggerated pile of junk. Stallone managed to lose to the horse! But if you forget all your nonsense, it's actually a very adorable, unmistakably entertaining entertainment, which brings a lot of thrills and a lot of unintentional laughter. <br /> <br /> You Must Love John Lithgows's Knee High Evil, All His Devil Box Bands, and Above All, A Permanently Harassed Unhappy ""Turn Court"" Agent, Traverse As Rex Lin. <br /> <br /> He could have been Henry in ""Portrait of the Serial Killer"". ""But Michael Rooker is notable for his boring performance as Hull, he screaming constantly in painful distrust of prisoners, arguing that ""that person wouldn't hurt anyone"". You can't, but it really looks like Ralph Waite's Frank, the character grins as the girl plunges to her death. <br /> <br /> Mentors also have to go to Craig Fairbrass, the former'London's Burning' actor, as a British villain who used Hal as a human football to grow crops. Yes, you can't help enjoying that bit, Hull needed a good kick. <br /> <br /> So forget about you Judges, who care if ""it can never happen"", lower your acting expectations, turn up the volume and enjoy! And if you're looking for Kauren, he's wearing a helicopter."
". There was a terrible misfortune to watch this ""b-movie"" as a whole <br /> <br /> What I have to say-is to save time and money !!! This should be the worst b-movie ever, not even a b-movie like f-movie! Making a good movie fails in all respects, so the story is not at all interesting, and all the actors are almost fun because the paper is thin and unbelievable at all, the direction is wrong and the action sequence is so fake. ..... almost. <br /> <br /> This film is full of wacky one-liners that eminent people can't find fun. <br /> <br /> This film is aimed at men, but not all women in it are too attractive. They try to look sexy in those terrible and terrible costumes and fail miserably !!! !!","There was a terrible misfortune that I had to watch all this ""b-movie"". <br /> <br /> All I have to say is to save your time and money!!! This has to be the worst b movie ever . Like f-movies, they shouldn't be called b-movies. The story isn't all that funny, and all the actors are paper-thin and totally unbelievable, because they fail on every side of making a good movie. direction is bad and the action sequence is very strange......Mostly.<br /> <br /> This movie is just full of fine one-liner. A good person would not be a little fun.<br / > <br /> The movie is supposed to be for men, but not all the women in it are quite attractive.They try to look sexy in those weird and horrifying costumes, and they fail miserably!!!<br /> <br /> /> Even some of the most silly b movies still give you a laugh But this is too painful to see!!"
"If you have 2.5 hours to kill, watch it, you will never regret it, it's so fun it's a really amazing movie! Rajnikanth carried the film on his shoulders and there was nothing else but still liked it. AR Rehman's music takes time to grow, but after a few listens, I really like it.","It's a really great movie.If you have 2.5 hours to kill, you'll see it and you won't regret it, it's just too fun! Rajnikant has this film on his shoulder and there is nothing but him, but I still liked it.AR Rehman's music takes time to grow, but after listening to it a few times, I really like it."
"First of all, let's take a look at some of them straight here. A) I am an animation fan. It's always true (I've always seen SpeedRacer in kindergarten). B) I like several B-Movies because it is fun. C) I like Godzilla movies. <br /> <br /> When the movie first appeared on the move, it seems to be an ordinary B movie. Suddenly boom! Animation comes up! This is when the movie went downhill on WWWAAAAAYYYYY. <br /> <br /> Animation is very bad and cheaper than remembered in SPEED RACER. In fact, it's so cheap that one of the few scenes in the movie that I remember ""live"" is when a lot of kids run out of school. FX is also terrible. Dinosaurs look worse than Godzilla. Also, the transition to live action to animation was not organized, the conversations and voices (especially the English dubbing I saw) were scary and begged my dad to take the tape out of the DVD/VHS player. The only thing I survived is to share jokes and opinions like the robots and Joel/Mike from MST3K (you choose the season). Honestly, this is the only way to barely enjoy this movie and survive at the same time. <br /> <br /> Heck, I plan to show this to other otaku friends on Halloween. Movie night. Stupid gypsum, too painful to look at, and unintentionally fun, gave this movie 3/10. Originally improved from 0.5/10 <br /> <br /> (According to my grading scale:.. 3/10 means boredom and bad. Unless you find a way to make it fun, counting to 3 is fun until 15. It's fun.)","First of all, let me explain a few things here: a) I'm a fan of anime-as always, I've been watching Speed ​​​Racer in kindergarten all the time).b) I like hilarious B-Movies. c) I love Godzilla movies.<br /> <br /> Going forward, when the movie first appeared, it seems to be your usual B movie and a crappy FX, but it's all suddenly booming! Anime is here! This is when the movie goes downhill on WWWAAAAAYYYYY.<br /> <br /> Animations are very bad and cheap, even worse than what I remember in SPEED RACER. In fact, it's very cheap.One of the few scenes in the movie that I remember ""brilliantly"" was when many children ran out of school.And the same kids repeat over and over again.FX is also terrible.Dinosaurs look worse than Godzilla.More, the transition from live action to animation was unorganized, and the dialogue and audio. (especially the English dubbing I saw) was horrifying, asking my dad to remove the tape from the DVD / VHS player.I just survived (choose the season) by removing the robots and jokes and comments like Joel / Mike in MST3K. To be honest, this is the only way to barely enjoy this movie and at the same time survive it.<br /> <br /> No, I do this at Halloween B-movie night.I'm giving this movie a 3/10 because it's stupid, pretty painful to watch, and at the same time unintentionally laughable.This is an improvement over the 0.5/10 I was originally trying to give.< br /> <br /> (according to my rating scale, 3/10 means both boring and bad.It's just as fun as counting up to 3, so you have to find a way to make fun of it.It's as fun as counting up to 15.)"
"This was the worst movie I've ever seen at WorldFest, and has received the least applause ever since! You may think that you are getting such recognition depending on the number of actors known in the movie. It's nice to see J.Beals, but I'm in the movies for only a few minutes. M.Parker is a much better actress than allowed. The rest of the acting is difficult to judge because the film is so stubborn and predictable. Look at the protagonist because he is completely unsympathetic. There is no real emotional depth in the story. Movies about actors who cannot work are not original to me. Nor is the development of the police. It feels like a lot of direct video videos I saw in the 90s. And not good for that standard. <br /> <br />","It's the worst movie I've seen on WorldFest, with minimal applause. I just think I'm getting such recognition based on the number of actors known in the film. It's great to see J. Beals, but she has only starred in the movie for a few minutes. M. Parker is a much better actress than the allowed part. The rest of the acting is hard to judge because the film is so ridiculous and predictable. The protagonist is not totally sympathetic, so it's boring to see. There is no real emotional depth in the story. Movies that revolve around poorly performing actors are not very original to me. I don't even develop police officers. It feels like one of the many straight-to-video movies I've seen in the 90's... and those standards aren't good either. <br /> <br />"
